,GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization,add_numerical
182,AAAAj,?,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00443,1,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,1
183,AAAAj,?,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00129,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,1
184,AAAAk,?,?,?,?,PS00389,1,PROTEIN SYNTHESIS,cytoplasm,1
185,AAAAk,?,?,?,?,PS00300,1,PROTEIN SYNTHESIS,cytoplasm,1
186,AAAAl,Non-Essential,?,Cytoskeleton,"Auxotrophies, carbon and",PS00211,1,PROTEIN SYNTHESIS,cytoplasm,1
187,AAAAl,Non-Essential,?,Cytoskeleton,"Auxotrophies, carbon and",PS00211,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,1
188,AAAAl,Non-Essential,?,Cytoskeleton,"Auxotrophies, carbon and",PS00211,1,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,1
189,AAAAm,Essential,Other kinases,?,Cell morphology and organelle mutants,PS00071,12,PROTEIN DESTINATION,cytoskeleton,12
190,AAAAm,Essential,Other kinases,Translation complexes,Conditional phenotypes,PS00801,12,METABOLISM,cytoplasm,12
191,AAAAm,Essential,Histones,Translation complexes,Cell cycle defects,PS01215,12,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,12
192,AAAAm,Essential,Other kinases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Cell cycle defects,PS00071,12,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,12
193,AAAAm,Essential,Histones,?,Cell cycle defects,PS00071,12,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,12
194,AAAAm,Essential,Other kinases,?,Cell cycle defects,PS00071,12,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,12
195,AAAAm,Essential,Other kinases,?,Cell cycle defects,PS00071,12,PROTEIN SYNTHESIS,cytoplasm,12
196,AAAAn,?,?,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,PS00686,4,PROTEIN SYNTHESIS,ER,4
197,AAAAn,?,?,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,PS00686,4,PROTEIN SYNTHESIS,ER,4
198,AAAAo,Non-Essential,?,,Nucleic acid metabolism defects,PS00417,0,ENERGY,cytoplasm,0
199,AAAAo,Non-Essential,?,,Nucleic acid metabolism defects,PS00417,0,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,0
200,AAAAo,Non-Essential,?,,Nucleic acid metabolism defects,PS00292,0,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,0
201,AAAAo,Non-Essential,?,,Carbohydrate and lipid biosynthesis defects,PS00056,0,IONIC HOMEOSTASIS,cytoplasm,0
202,AAAAo,Non-Essential,?,,Nucleic acid metabolism defects,PS01020,0,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,0
203,AAAAo,Non-Essential,?,,Stress response defects,PS00298,0,METABOLISM,cytoplasm,0
204,AAAAo,Non-Essential,?,,Nucleic acid metabolism defects,PS00292,0,PROTEIN SYNTHESIS,cytoskeleton,0
205,AAAAo,Non-Essential,?,,Nucleic acid metabolism defects,PS00417,0,IONIC HOMEOSTASIS,cytoplasm,0
206,AAAAo,Non-Essential,?,,Nucleic acid metabolism defects,PS00526,0,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,0
207,AAAAo,Non-Essential,?,,Nucleic acid metabolism defects,PS00056,0,IONIC HOMEOSTASIS,cytoplasm,0
208,AAAAo,Non-Essential,?,,Nucleic acid metabolism defects,PS00110,0,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,0
209,AAAAp,Essential,ATPases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00322,15,TRANSPORT FACILITATION,cytoskeleton,15
210,AAAAp,Essential,GTP/GDP-exchange factors (GEFs),Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00959,15,TRANSPORT FACILITATION,cytoskeleton,15
211,AAAAp,Essential,GTP/GDP-exchange factors (GEFs),Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00674,15,PROTEIN SYNTHESIS,cytoskeleton,15
212,AAAAp,Essential,ATPases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00038,15,TRANSPORT FACILITATION,cytoplasm,15
213,AAAAp,Essential,Molecular chaperones,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00322,15,TRANSPORT FACILITATION,cytoskeleton,15
214,AAAAp,Essential,GTP/GDP-exchange factors (GEFs),Cyclin-CDK (Cyclin-dependent kinases) complexes,Cell cycle defects,PS00959,15,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,15
215,AAAAq,Essential,GTP/GDP-exchange factors (GEFs),?,Stress response defects,PS00097,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,16
216,AAAAq,Essential,GTP/GDP-exchange factors (GEFs),?,Stress response defects,PS00097,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,16
217,AAAAq,Essential,GTP/GDP-exchange factors (GEFs),?,Stress response defects,PS00097,16,PROTEIN SYNTHESIS,cytoskeleton,16
218,AAAAr,Essential,ATPases,Transcription complexes/Transcriptosome,Carbohydrate and lipid biosynthesis defects,PS00824,4,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,4
219,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Carbohydrate and lipid biosynthesis defects,PS00824,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,4
220,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,PS00824,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,4
221,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00824,4,PROTEIN DESTINATION,cytoskeleton,4
222,AAAAr,Essential,ATPases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00824,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,4
223,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,PS00824,4,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,4
224,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,PS00824,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,4
225,AAAAr,Essential,ATPases,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,PS00824,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,4
226,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Carbohydrate and lipid biosynthesis defects,PS00824,4,PROTEIN SYNTHESIS,cytoskeleton,4
227,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Carbohydrate and lipid biosynthesis defects,PS00824,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,4
228,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,PS00824,4,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,4
229,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,PS00824,4,PROTEIN SYNTHESIS,cytoskeleton,4
230,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Carbohydrate and lipid biosynthesis defects,PS00824,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
231,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Carbohydrate and lipid biosynthesis defects,PS00824,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,4
232,AAAAr,Essential,GTP/GDP-exchange factors (GEFs),Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00824,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,4
233,AAAAs,Non-Essential,ATPases,Translation complexes,?,,0,PROTEIN SYNTHESIS,mitochondria,0
234,AAAAs,Non-Essential,ATPases,Translation complexes,?,,0,PROTEIN SYNTHESIS,mitochondria,0
235,AAAAs,Non-Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,?,,0,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,mitochondria,0
236,AAAAs,Non-Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,?,,0,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,mitochondria,0
237,AAAAs,Non-Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,,0,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,mitochondria,0
238,AAAAs,Non-Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,?,,0,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria,0
239,AAAAs,Non-Essential,ATPases,Translation complexes,?,,0,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria,0
240,AAAAt,Non-Essential,Molecular chaperones,,"Auxotrophies, carbon and",PS00030,10,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,10
241,AAAAt,Essential,Motorproteins,,Stress response defects,PS00030,10,PROTEIN DESTINATION,plasma membrane,10
242,AAAAt,Essential,Motorproteins,,Stress response defects,PS00030,10,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,10
243,AAAAt,Non-Essential,Molecular chaperones,,"Auxotrophies, carbon and",PS00030,10,PROTEIN DESTINATION,plasma membrane,10
244,AAAAt,Essential,Molecular chaperones,,"Auxotrophies, carbon and",PS00030,10,PROTEIN DESTINATION,plasma membrane,10
245,AAAAt,Essential,Motorproteins,,Stress response defects,PS00030,10,PROTEIN DESTINATION,plasma membrane,10
246,AAAAt,Essential,Molecular chaperones,,"Auxotrophies, carbon and",PS00030,10,PROTEIN DESTINATION,plasma membrane,10
247,AAAAt,Essential,Molecular chaperones,,"Auxotrophies, carbon and",PS00030,10,PROTEIN DESTINATION,plasma membrane,10
248,AAAAt,Essential,Motorproteins,,"Auxotrophies, carbon and",PS00030,10,PROTEIN DESTINATION,plasma membrane,10
249,AAAAt,Essential,Molecular chaperones,,Stress response defects,PS00581,10,PROTEIN SYNTHESIS,plasma membrane,10
250,AAAAt,Essential,Molecular chaperones,,"Auxotrophies, carbon and",PS00030,10,PROTEIN DESTINATION,plasma membrane,10
251,AAAAt,Essential,Motorproteins,,Stress response defects,PS00030,10,PROTEIN DESTINATION,plasma membrane,10
252,AAAAt,Non-Essential,Molecular chaperones,,"Auxotrophies, carbon and",PS00030,10,PROTEIN DESTINATION,plasma membrane,10
253,AAAAt,Essential,Molecular chaperones,,"Auxotrophies, carbon and",PS00030,10,PROTEIN DESTINATION,plasma membrane,10
254,AAAAu,?,GTP/GDP-exchange factors (GEFs),Translation complexes,Carbohydrate and lipid biosynthesis defects,PS00824,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
255,AAAAu,?,GTP/GDP-exchange factors (GEFs),Translation complexes,Carbohydrate and lipid biosynthesis defects,PS00824,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
256,AAAAu,?,GTP/GDP-exchange factors (GEFs),Translation complexes,Carbohydrate and lipid biosynthesis defects,PS00824,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
257,AAAAv,?,GTP/GDP-exchange factors (GEFs),Translation complexes,?,PS00051,0,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,0
258,AAAAv,?,GTP/GDP-exchange factors (GEFs),Translation complexes,?,PS00051,0,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,0
259,AAAAv,?,GTP/GDP-exchange factors (GEFs),Translation complexes,?,PS00051,0,METABOLISM,cytoplasm,0
260,AAAAv,?,GTP/GDP-exchange factors (GEFs),Translation complexes,?,PS00051,0,METABOLISM,cytoplasm,0
261,AAAAw,Essential,,,Sensitivity to immunosuppressants,PS00824,1,PROTEIN DESTINATION,,1
262,AAAAw,Essential,,,Sensitivity to immunosuppressants,PS00824,1,PROTEIN DESTINATION,,1
263,AAAAw,Essential,,,Sensitivity to aminoacid analogs and other drugs,PS00824,1,PROTEIN DESTINATION,,1
264,AAAAw,Essential,,,Nucleic acid metabolism defects,PS00824,1,PROTEIN DESTINATION,,1
265,AAAAw,Essential,,,Nucleic acid metabolism defects,PS00824,1,PROTEIN DESTINATION,,1
266,AAAAw,Essential,,,Sensitivity to immunosuppressants,PS00824,1,PROTEIN DESTINATION,,1
267,AAAAw,Essential,,,Sensitivity to immunosuppressants,PS00824,1,PROTEIN DESTINATION,,1
268,AAAAw,Essential,,,Sensitivity to immunosuppressants,PS00824,1,PROTEIN DESTINATION,,1
269,AAAAx,Essential,?,,Cell morphology and organelle mutants,PS00123,9,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",ER,9
270,AAAAx,Essential,?,,Cell morphology and organelle mutants,PS00123,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,9
271,AAAAx,Essential,?,,Cell cycle defects,PS00751,9,ENERGY,ER,9
272,AAAAy,Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00469,4,PROTEIN SYNTHESIS,cytoplasm,4
273,AAAAy,Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00469,4,PROTEIN SYNTHESIS,cytoskeleton,4
274,AAAAz,Essential,?,RNA processing complexes,Sensitivity to immunosuppressants,PS00824,1,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,1
275,AAAAz,Essential,?,RNA processing complexes,Sensitivity to antibiotics,PS00824,1,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,1
276,AAABA,?,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Cell morphology and organelle mutants,PS00824,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,endosome,15
277,AAABA,?,Actin related proteins,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00824,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,endosome,15
278,AAABA,?,Actin related proteins,Cyclin-CDK (Cyclin-dependent kinases) complexes,Stress response defects,PS00824,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",endosome,15
279,AAABB,Essential,Major facilitator superfamily proteins (MFS),Proteasome,Cell morphology and organelle mutants,PS00973,15,PROTEIN SYNTHESIS,cytoplasm,15
280,AAABB,Essential,Major facilitator superfamily proteins (MFS),Proteasome,Conditional phenotypes,PS00973,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
281,AAABB,Essential,Protein Kinases,Proteasome,Conditional phenotypes,PS00973,15,ENERGY,cytoplasm,15
282,AAABB,Essential,Major facilitator superfamily proteins (MFS),Proteasome,Conditional phenotypes,PS00973,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,15
283,AAABC,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00147,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,9
284,AAABC,Non-Essential,ATPases,Replication complexes,?,PS00147,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
285,AAABC,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00147,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
286,AAABC,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00442,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
287,AAABC,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00147,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,9
288,AAABC,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00147,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
289,AAABC,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00442,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,9
290,AAABD,Essential,?,,Stress response defects,PS00824,10,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,plasma membrane,10
291,AAABD,Essential,?,,Stress response defects,PS00824,10,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,10
292,AAABE,Essential,GTP/GDP dissociation inhibitors (GDIs),Nucleosomal protein complex,Cell cycle defects,PS00636,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,15
293,AAABE,Essential,GTP/GDP dissociation inhibitors (GDIs),Nucleosomal protein complex,Mating and sporulation defects,PS00636,15,PROTEIN SYNTHESIS,cytoskeleton,15
294,AAABF,Non-Essential,Unknown,Translation complexes,Cell cycle defects,PS00824,12,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,12
295,AAABF,Non-Essential,Unknown,Translation complexes,Cell cycle defects,PS00824,12,ENERGY,cytoskeleton,12
296,AAABF,Non-Essential,Unknown,Translation complexes,Cell morphology and organelle mutants,PS00824,12,TRANSCRIPTION,cytoskeleton,12
297,AAABF,Non-Essential,Unknown,Translation complexes,Cell morphology and organelle mutants,PS00824,12,METABOLISM,cytoskeleton,12
298,AAABF,Non-Essential,Unknown,Translation complexes,Cell cycle defects,PS00824,12,PROTEIN DESTINATION,cytoskeleton,12
299,AAABF,Non-Essential,Unknown,Translation complexes,Cell morphology and organelle mutants,PS00824,12,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,12
300,AAABF,Non-Essential,Unknown,Translation complexes,Cell morphology and organelle mutants,PS00824,12,PROTEIN SYNTHESIS,cytoskeleton,12
301,AAABF,Non-Essential,Unknown,Translation complexes,Cell morphology and organelle mutants,PS00824,12,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,12
302,AAABG,Essential,GTP/GDP-exchange factors (GEFs),?,Nucleic acid metabolism defects,PS00627,13,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",vacuole,13
303,AAABG,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Nucleic acid metabolism defects,PS00627,13,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",vacuole,13
304,AAABH,Non-Essential,GTP/GDP-exchange factors (GEFs),"H+-transporting ATPase, vacuolar",Unknown,PS00479,1,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,1
305,AAABH,Non-Essential,GTP/GDP-exchange factors (GEFs),"H+-transporting ATPase, vacuolar",Unknown,PS00322,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,1
306,AAABH,Non-Essential,GTP/GDP-exchange factors (GEFs),"H+-transporting ATPase, vacuolar",Unknown,PS00479,1,PROTEIN SYNTHESIS,nucleus,1
307,AAABH,Non-Essential,GTP/GDP-exchange factors (GEFs),"H+-transporting ATPase, vacuolar",Unknown,PS00479,1,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,1
308,AAABH,Non-Essential,GTP/GDP-exchange factors (GEFs),"H+-transporting ATPase, vacuolar",Sensitivity to antibiotics,PS00479,1,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,1
309,AAABH,Non-Essential,GTP/GDP-exchange factors (GEFs),"H+-transporting ATPase, vacuolar",Unknown,PS00479,1,PROTEIN SYNTHESIS,nucleus,1
310,AAABH,Non-Essential,GTP/GDP-exchange factors (GEFs),"H+-transporting ATPase, vacuolar",Unknown,PS00322,1,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,1
311,AAABI,Essential,Other kinases,,Mating and sporulation defects,PS00674,15,PROTEIN SYNTHESIS,cytoplasm,15
312,AAABI,Essential,Other kinases,,Mating and sporulation defects,PS00674,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,15
313,AAABI,Essential,Ubiquitin-system proteins,,Mating and sporulation defects,PS00322,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,15
314,AAABI,Essential,Other kinases,,Mating and sporulation defects,PS00038,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
315,AAABJ,Essential,?,Transcription complexes/Transcriptosome,Conditional phenotypes,PS00720,6,PROTEIN SYNTHESIS,cytoskeleton,6
316,AAABJ,Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,PS00720,6,PROTEIN SYNTHESIS,cytoskeleton,6
317,AAABK,Non-Essential,?,,"Auxotrophies, carbon and",PS01077,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,11
